r,g,b,color
0,117,16,green
146,0,23,red
49,0,156,blue
234,0,27,red
0,133,171,blue
58,0,171,blue
0,254,115,green
76,190,0,green
0,250,57,green
241,0,68,pink
211,0,117,pink
79,21,0,brown
12,132,0,green
0,202,119,green
0,79,121,blue
122,0,192,purple
58,0,82,purple
0,154,254,blue
13,0,129,blue
0,227,29,green
0,241,24,green
179,0,238,purple
113,0,119,purple
98,70,0,brown
216,126,0,orange
0,235,11,green
244,96,0,orange
0,221,91,green
95,165,0,green
207,0,249,purple
0,216,143,green
0,82,28,green
0,124,27,green
141,0,7,red
0,64,212,blue
0,101,146,blue
23,201,0,green
182,0,141,purple
53,0,64,purple
14,88,0,green
51,0,140,blue
0,236,27,green
46,0,143,blue
12,117,0,green
0,66,128,blue
169,0,255,purple
0,11,172,blue
139,159,0,green
156,116,0,brown
76,0,135,purple
238,239,0,yellow
74,175,0,green
0,127,0,green
114,0,157,purple
247,0,231,pink
32,0,163,blue
29,0,128,blue
117,123,0,green
232,52,0,orange
149,198,0,green
74,0,212,blue
0,128,78,green
0,127,33,green
203,53,0,orange
5,95,0,green
0,77,171,blue
207,0,127,pink
96,32,0,brown
197,0,106,pink
213,27,0,red
254,0,143,pink
0,154,60,green
128,0,130,purple
28,0,112,blue
230,0,133,pink
176,193,0,yellow
5,89,0,green
227,136,0,orange
87,0,62,purple
47,0,220,blue
174,0,20,red
56,0,172,blue
0,6,84,blue
155,0,198,purple
76,0,171,purple
20,178,0,green
197,154,0,yellow
187,0,124,pink
243,142,0,orange
150,35,0,red
237,175,0,yellow
0,37,246,blue
0,16,254,blue
23,0,219,blue
119,186,0,green
170,0,69,pink
0,181,70,green
250,252,0,yellow
0,107,188,blue
180,0,69,pink
0,234,51,green
49,135,0,green
10,92,0,green
0,157,10,green
202,0,225,purple
0,154,204,blue
200,33,0,red
116,36,0,brown
0,161,68,green
34,0,144,blue
89,66,0,brown
57,0,155,blue
178,0,113,pink
43,113,0,green
136,0,124,purple
208,0,117,pink
0,64,25,green
0,152,171,blue
0,246,96,green
183,0,83,pink
0,157,232,blue
34,209,0,green
194,0,117,pink
0,57,211,blue
0,243,64,green
0,75,202,blue
129,74,0,brown
145,0,36,red
9,148,0,green
77,0,148,purple
0,33,200,blue
140,114,0,brown
242,170,0,orange
0,250,88,green
120,171,0,green
123,30,0,brown
194,224,0,yellow
1,0,164,blue
67,0,124,purple
80,204,0,green
0,16,167,blue
0,118,80,green
38,0,139,blue
252,162,0,orange
0,206,136,green
0,31,198,blue
15,133,0,green
210,85,0,orange
24,72,0,green
0,218,46,green
59,0,226,blue
0,27,126,blue
186,197,0,yellow
206,0,110,pink
0,93,185,blue
165,123,0,brown
0,162,10,green
145,151,0,green
210,0,197,pink
247,0,102,pink
0,62,174,blue
194,0,81,pink
140,0,23,red
0,151,66,green
0,102,12,green
0,71,135,blue
117,24,0,red
116,0,74,purple
0,43,152,blue
0,136,196,blue
0,42,142,blue
0,250,154,green
0,75,118,blue
187,94,0,orange
0,204,16,green
92,199,0,green
211,121,0,orange
0,37,109,blue
0,126,203,blue
37,0,163,blue
37,0,78,purple
37,0,127,blue
0,57,148,blue
81,0,66,purple
220,176,0,yellow
12,0,225,blue
57,0,189,blue
224,65,0,orange
95,0,154,purple
0,158,2,green
159,24,0,red
170,136,0,brown
0,174,63,green
74,0,164,purple
237,124,0,orange
192,0,72,pink
194,0,100,pink
0,214,42,green
0,111,129,blue
210,242,0,yellow
0,52,178,blue
175,66,0,orange
120,236,0,green
199,211,0,yellow
195,0,192,purple
136,82,0,brown
0,18,209,blue
194,0,235,purple
0,126,38,green
178,0,227,purple
46,237,0,green
77,54,0,brown
0,99,53,green
77,0,74,purple
0,66,243,blue
0,120,172,blue
0,151,41,green
119,0,224,purple
215,202,0,yellow
59,138,0,green
224,224,0,yellow
20,200,0,green
50,229,0,green
43,123,0,green
0,36,249,blue
0,228,144,green
185,0,9,red
0,118,3,green
0,235,23,green
109,0,167,purple
5,0,157,blue
141,68,0,brown
118,0,180,purple
178,0,19,red
205,5,0,red
0,16,130,blue
212,0,234,purple
150,131,0,brown
180,0,134,purple
205,163,0,yellow
69,203,0,green
177,0,106,pink
0,72,206,blue
202,0,27,red
103,0,173,purple
225,0,246,pink
0,162,96,green
205,235,0,yellow
0,45,113,blue
8,189,0,green
141,0,154,purple
0,156,202,blue
104,5,0,red
0,119,153,blue
215,218,0,yellow
48,0,58,purple
109,0,95,purple
111,0,91,purple
21,0,211,blue
110,11,0,red
24,10,0,brown
0,91,131,blue
135,61,0,brown
203,0,11,red
193,0,131,pink
0,98,192,blue
236,37,0,red
36,128,0,green
0,229,2,green
200,0,121,pink
135,147,0,green
133,0,73,purple
0,153,0,green
108,0,69,purple
0,252,94,green
0,247,139,green
187,0,100,pink
58,163,0,green
0,113,57,green
95,0,107,purple
78,204,0,green
226,228,0,yellow
191,0,198,purple
213,134,0,orange
236,179,0,yellow
90,0,174,purple
0,36,80,blue
0,157,54,green
117,0,181,purple
0,210,3,green
0,147,84,green
208,57,0,orange
65,62,0,brown
96,0,158,purple
228,186,0,yellow
27,99,0,green
199,0,3,red
5,0,183,blue
196,207,0,yellow
54,216,0,green
113,44,0,brown
202,0,61,red
0,208,113,green
127,74,0,brown
0,57,144,blue
0,4,201,blue
110,78,0,brown
0,94,174,blue
88,226,0,green
84,251,0,green
221,33,0,red
205,119,0,orange
0,236,100,green
0,91,113,blue
60,213,0,green
221,196,0,yellow
146,0,114,purple
250,204,0,yellow
60,0,109,purple
0,115,39,green
117,0,193,purple
0,23,224,blue
82,0,119,purple
0,4,207,blue
186,218,0,yellow
45,124,0,green
0,151,227,blue
0,122,6,green
0,52,241,blue
0,189,108,green
0,222,122,green
28,0,191,blue
0,206,32,green
0,147,34,green
49,0,200,blue
73,0,196,blue
31,0,208,blue
106,0,147,purple
45,0,38,purple
73,0,54,purple
0,144,98,green
0,182,11,green
168,221,0,green
221,0,214,pink
226,0,194,pink
220,212,0,yellow
94,201,0,green
135,108,0,brown
0,126,150,blue
214,0,80,pink
67,94,0,green
70,0,111,purple
0,69,19,green
28,0,140,blue
0,88,25,green
0,7,160,blue
0,227,14,green
87,0,55,purple
172,179,0,yellow
11,0,202,blue
84,203,0,green
28,0,59,purple
185,0,43,red
10,0,224,blue
84,106,0,green
208,0,2,red
17,141,0,green
160,222,0,green
237,238,0,yellow
212,165,0,yellow
0,167,191,blue
0,70,57,green
175,183,0,yellow
0,10,103,blue
0,40,104,blue
17,0,84,blue
0,195,38,green
0,134,60,green
181,0,152,purple
198,228,0,yellow
0,242,141,green
20,0,188,blue
246,0,229,pink
203,7,0,red
0,70,103,blue
0,20,215,blue
0,7,197,blue
108,191,0,green
165,177,0,green
0,69,248,blue
78,0,168,purple
0,223,12,green
0,224,28,green
64,0,110,purple
0,154,38,green
0,238,17,green
0,5,254,blue
198,217,0,yellow
54,0,238,blue
249,77,0,orange
0,85,47,green
0,212,117,green
172,0,132,purple
83,0,48,purple
237,0,247,pink
219,0,84,pink
149,70,0,brown
223,0,36,red
40,0,38,purple
46,0,175,blue
0,124,213,blue
158,130,0,brown
86,0,221,blue
204,0,0,red
0,56,164,blue
71,0,188,blue
150,0,238,purple
0,238,59,green
44,0,84,purple
0,208,26,green
0,80,117,blue
0,201,15,green
0,109,173,blue
179,26,0,red
21,0,162,blue
98,0,93,purple
78,0,51,purple
87,183,0,green
223,250,0,yellow
233,0,79,pink
4,173,0,green
10,0,239,blue
107,0,220,purple
207,6,0,red
52,111,0,green
187,0,47,red
0,210,30,green
38,0,47,purple
100,0,48,purple
110,0,164,purple
244,0,204,pink
188,153,0,yellow
0,238,79,green
222,96,0,orange
173,3,0,red
101,21,0,brown
55,134,0,green
249,131,0,orange
7,175,0,green
220,30,0,red
0,211,11,green
99,0,51,purple
75,0,154,purple
0,48,65,blue
0,62,166,blue
209,0,12,red
0,14,138,blue
75,58,0,brown
6,79,0,green
0,194,95,green
193,139,0,orange
5,190,0,green
27,0,244,blue
76,0,64,purple
93,0,253,blue
57,0,46,purple
146,0,52,red
0,213,95,green
5,202,0,green
0,87,205,blue
48,0,61,purple
194,124,0,orange
72,0,242,blue
137,6,0,red
23,0,159,blue
212,0,122,pink
56,0,119,purple
27,0,159,blue
0,70,96,blue
104,129,0,green
19,126,0,green
53,0,68,purple
250,0,64,red
0,206,63,green
0,107,140,blue
210,0,125,pink
75,0,123,purple
40,177,0,green
9,56,0,green
250,243,0,yellow
5,0,169,blue
38,189,0,green
93,0,55,purple
90,0,225,blue
202,243,0,yellow
44,44,0,brown
139,105,0,brown
153,0,11,red
0,101,114,blue
8,211,0,green
153,205,0,green
0,79,250,blue
193,0,244,purple
26,82,0,green
0,122,11,green
0,245,98,green
182,0,198,purple
0,98,227,blue
111,245,0,green
179,0,95,pink
99,152,0,green
0,176,190,blue
61,69,0,green
196,0,16,red
219,234,0,yellow
84,0,162,purple
80,139,0,green
35,217,0,green
0,169,29,green
156,0,165,purple
0,112,204,blue
0,20,159,blue
244,5,0,red
0,43,207,blue
0,43,62,blue
0,135,222,blue
55,120,0,green
64,193,0,green
47,109,0,green
174,24,0,red
2,0,198,blue
56,247,0,green
31,0,98,blue
8,145,0,green
4,0,113,blue
206,43,0,red
0,74,173,blue
0,48,233,blue
188,0,21,red
25,241,0,green
0,250,39,green
0,45,163,blue
0,68,112,blue
132,0,196,purple
189,0,244,purple
114,0,208,purple
103,0,188,purple
149,0,234,purple
19,168,0,green
177,0,84,pink
0,78,40,green
109,0,102,purple
157,0,163,purple
1,138,0,green
48,0,102,purple
0,23,225,blue
132,117,0,brown
0,110,227,blue
84,155,0,green
61,203,0,green
0,231,142,green
154,213,0,green
4,77,0,green
249,166,0,orange
0,167,89,green
102,87,0,brown
237,0,111,pink
119,73,0,brown
100,0,114,purple
240,0,102,pink
0,171,105,green
123,139,0,green
82,217,0,green
55,0,120,purple
0,177,27,green
240,0,237,pink
4,0,234,blue
239,136,0,orange
174,71,0,orange
122,139,0,green
253,178,0,yellow
175,21,0,red
38,0,64,purple
22,0,196,blue
0,9,208,blue
0,224,61,green
157,77,0,brown
3,0,15,black
0,133,253,blue
0,34,193,blue
99,161,0,green
59,0,114,purple
247,0,138,pink
0,159,95,green
0,92,215,blue
166,0,53,red
240,132,0,orange
101,0,86,purple
0,91,34,green
255,0,162,pink
5,73,0,green
79,0,117,purple
0,39,160,blue
54,0,119,purple
49,0,69,purple
20,1,0,black
111,131,0,green
0,231,107,green
224,0,162,pink
0,84,162,blue
251,3,0,red
0,185,14,green
165,173,0,green
15,22,0,black
167,246,0,green
146,55,0,brown
76,99,0,green
0,146,55,green
17,0,174,blue
243,0,79,pink
35,126,0,green
112,166,0,green
192,8,0,red
210,95,0,orange
30,0,191,blue
88,120,0,green
220,0,195,pink
0,44,244,blue
0,246,29,green
237,126,0,orange
0,200,100,green
62,0,216,blue
70,192,0,green
0,209,49,green
159,112,0,brown
71,34,0,brown
0,116,239,blue
238,0,240,pink
0,185,13,green
112,0,129,purple
0,230,74,green
0,1,230,blue
247,0,216,pink
0,100,68,green
0,208,64,green
154,196,0,green
180,226,0,yellow
250,0,255,pink
59,160,0,green
87,0,72,purple
48,0,183,blue
0,41,157,blue
198,34,0,red
101,0,103,purple
92,223,0,green
177,93,0,orange
0,243,147,green
0,235,123,green
203,18,0,red
50,215,0,green
0,184,84,green
158,26,0,red
87,0,47,purple
0,154,233,blue
170,0,116,pink
181,98,0,orange
0,149,200,blue
117,0,209,purple
57,0,145,purple
102,215,0,green
197,0,225,purple
0,214,32,green
146,239,0,green
229,217,0,yellow
81,144,0,green
0,80,229,blue
0,25,249,blue
0,138,92,green
146,0,240,purple
0,57,166,blue
232,0,53,red
242,224,0,yellow
32,0,43,purple
0,165,246,blue
150,0,50,red
172,31,0,red
127,0,193,purple
140,0,238,purple
107,65,0,brown
176,0,152,purple
102,94,0,brown
125,237,0,green
46,0,53,purple
0,75,29,green
216,0,113,pink
52,19,0,brown
5,0,178,blue
181,0,249,purple
0,160,50,green
222,142,0,orange
232,67,0,orange
0,44,191,blue
44,209,0,green
0,93,39,green
2,13,0,black
226,0,188,pink
207,0,144,pink
206,225,0,yellow
68,143,0,green
0,235,75,green
153,0,119,purple
188,67,0,orange
110,0,196,purple
119,0,241,purple
252,0,154,pink
100,220,0,green
68,131,0,green
0,156,209,blue
19,238,0,green
235,0,239,pink
234,0,185,pink
0,105,181,blue
7,194,0,green
156,0,114,purple
226,0,218,pink
0,137,175,blue
0,174,46,green
222,102,0,orange
124,0,226,purple
8,240,0,green
39,157,0,green
241,0,21,red
0,63,53,green
77,0,225,blue
198,0,205,purple
218,0,174,pink
0,35,135,blue
151,0,197,purple
158,25,0,red
0,159,190,blue
20,0,142,blue
83,252,0,green
45,0,0,brown
164,0,152,purple
0,27,111,blue
4,128,0,green
58,202,0,green
0,180,23,green
65,92,0,green
160,45,0,red
246,0,74,pink
246,0,226,pink
105,248,0,green
214,0,81,pink
0,84,172,blue
188,63,0,orange
226,0,176,pink
47,0,112,purple
90,0,192,purple
19,0,102,blue
162,10,0,red
0,67,184,blue
113,197,0,green
145,0,99,purple
61,0,117,purple
0,27,119,blue
0,141,164,blue
182,0,126,pink
0,164,220,blue
0,187,15,green
139,83,0,brown
90,0,59,purple
125,143,0,green
202,0,152,pink
0,253,135,green
136,0,38,red
121,0,222,purple
0,208,30,green
0,99,12,green
0,183,204,blue
27,15,0,brown
0,86,182,blue
184,222,0,yellow
238,62,0,orange
254,0,7,red
222,0,88,pink
0,183,27,green
130,0,23,red
0,219,90,green
0,23,157,blue
253,237,0,yellow
192,0,63,red
239,0,121,pink
19,102,0,green
140,0,48,red
0,97,165,blue
0,251,166,green
209,5,0,red
6,224,0,green
251,249,0,yellow
65,26,0,brown
213,184,0,yellow
6,156,0,green
0,68,233,blue
0,121,157,blue
194,0,229,purple
0,250,145,green
17,165,0,green
165,30,0,red
165,0,134,purple
239,0,199,pink
0,202,38,green
0,56,236,blue
0,37,139,blue
99,0,205,purple
99,223,0,green
152,30,0,red
56,0,81,purple
67,172,0,green
219,197,0,yellow
0,126,13,green
239,192,0,yellow
69,0,239,blue
0,137,184,blue
193,0,46,red
159,99,0,brown
72,54,0,brown
210,0,172,pink
0,17,208,blue
0,254,1,green
0,234,103,green
12,0,108,blue
197,120,0,orange
0,36,140,blue
46,0,161,blue
0,208,85,green
109,201,0,green
141,0,142,purple
0,218,134,green
27,117,0,green
0,63,87,blue
0,217,10,green
206,0,40,red
116,0,13,red
202,0,129,pink
196,189,0,yellow
0,55,214,blue
56,0,104,purple
0,141,64,green
247,132,0,orange
0,0,185,blue
74,0,134,purple
200,163,0,yellow
49,45,0,brown
0,32,167,blue
215,0,98,pink
222,27,0,red
0,184,2,green
50,207,0,green
188,61,0,orange
81,0,235,blue
0,161,214,blue
34,0,158,blue
242,181,0,yellow
139,0,17,red
55,63,0,green
57,185,0,green
111,0,167,purple
183,175,0,yellow
0,66,190,blue
164,16,0,red
164,0,154,purple
135,0,35,red
0,84,220,blue
146,41,0,brown
0,76,181,blue
21,204,0,green
0,130,66,green
0,135,72,green
65,0,73,purple
0,58,119,blue
103,225,0,green
144,0,11,red
0,84,124,blue
179,0,191,purple
188,0,10,red
0,48,86,blue
157,97,0,brown
145,250,0,green
240,236,0,yellow
0,72,221,blue
51,0,250,blue
0,1,252,blue
0,92,54,green
0,40,52,blue
152,0,247,purple
0,216,53,green
151,160,0,green
16,242,0,green
125,87,0,brown
176,190,0,yellow
0,41,168,blue
0,12,202,blue
64,248,0,green
45,0,118,blue
156,162,0,green
0,156,93,green
106,197,0,green
233,0,178,pink
0,239,109,green
242,0,9,red
135,5,0,red
58,190,0,green
0,139,47,green
222,0,98,pink
236,0,213,pink
97,27,0,brown
162,8,0,red
31,0,221,blue
151,0,133,purple
249,0,145,pink
87,0,81,purple
66,0,212,blue
205,0,179,pink
171,181,0,yellow
80,0,161,purple
0,190,122,green
126,0,150,purple
181,0,159,purple
243,109,0,orange
81,95,0,green
0,186,61,green
0,59,183,blue
202,0,151,pink
0,78,44,green
0,47,231,blue
0,44,201,blue
140,239,0,green
108,136,0,green
35,230,0,green
164,0,15,red
171,0,84,pink
213,0,84,pink
128,140,0,green
0,156,9,green
136,0,232,purple
207,0,134,pink
158,0,43,red
86,0,228,blue
204,0,199,pink
10,118,0,green
0,192,95,green
154,0,55,red
0,48,230,blue
0,243,50,green
22,90,0,green
0,253,48,green
239,0,79,pink
84,169,0,green
196,0,141,pink
12,14,0,black
0,116,254,blue
218,0,23,red
34,0,0,brown
252,152,0,orange
61,0,108,purple
110,222,0,green
0,19,222,blue
213,0,107,pink
134,0,192,purple
0,209,68,green
35,0,165,blue
51,0,46,purple
0,20,231,blue
0,245,40,green
221,253,0,yellow
80,156,0,green
198,0,73,pink
242,107,0,orange
49,0,220,blue
155,0,136,purple
0,58,237,blue
49,0,57,purple
76,0,83,purple
12,215,0,green
73,0,212,blue
187,63,0,orange
34,0,115,blue
53,116,0,green
81,0,91,purple
124,0,101,purple
200,176,0,yellow
0,58,137,blue
40,0,111,blue
0,170,236,blue
107,85,0,brown
0,45,222,blue
182,0,226,purple
85,165,0,green
0,73,224,blue
80,172,0,green
118,0,84,purple
190,60,0,orange
216,137,0,orange
88,0,147,purple
0,13,186,blue
196,204,0,yellow
122,224,0,green
65,95,0,green
98,168,0,green
0,19,124,blue
242,24,0,red
204,0,141,pink
104,252,0,green
29,4,0,brown
184,0,134,pink
106,0,152,purple
156,60,0,brown
33,0,91,blue
247,44,0,red
215,160,0,orange
51,204,0,green
114,59,0,brown
0,104,187,blue
58,123,0,green
0,94,50,green
131,148,0,green
55,123,0,green
0,0,76,blue
0,209,28,green
103,0,252,purple
211,0,246,purple
134,108,0,brown
0,226,95,green
30,0,202,blue
141,0,77,purple
201,151,0,orange
139,0,102,purple
189,247,0,yellow
72,0,87,purple
61,119,0,green
0,122,19,green
87,0,251,blue
53,0,85,purple
185,0,24,red
188,0,112,pink
251,0,138,pink
0,10,146,blue
100,21,0,brown
112,221,0,green
218,0,40,red
47,0,80,purple
84,0,163,purple
0,126,155,blue
0,158,8,green
49,236,0,green
0,202,85,green
80,0,116,purple
85,0,126,purple
0,144,243,blue
0,189,78,green
245,232,0,yellow
244,0,18,red
14,182,0,green
82,0,107,purple
136,0,245,purple
138,0,21,red
153,97,0,brown
244,0,0,red
246,251,0,yellow
253,165,0,orange
203,0,149,pink
58,0,152,blue
158,221,0,green
225,0,121,pink
0,1,110,blue
0,57,165,blue
131,0,242,purple
240,120,0,orange
12,0,150,blue
0,127,175,blue
4,0,221,blue
27,0,186,blue
0,244,82,green
74,28,0,brown
41,0,212,blue
91,126,0,green
0,161,81,green
233,0,229,pink
0,64,159,blue
11,0,245,blue
103,129,0,green
173,72,0,orange
145,0,20,red
16,0,200,blue
0,175,35,green
129,16,0,red
21,0,134,blue
0,104,202,blue
165,89,0,brown
151,0,102,purple
144,0,45,red
0,30,152,blue
251,0,19,red
198,0,202,purple
42,0,102,purple
95,138,0,green
148,160,0,green
84,118,0,green
210,120,0,orange
0,55,77,blue
172,0,47,red
0,84,230,blue
71,39,0,brown
73,0,58,purple
0,15,130,blue
69,0,99,purple
0,71,15,green
0,46,196,blue
123,19,0,red
166,0,143,purple
139,197,0,green
126,0,207,purple
0,27,125,blue
92,0,65,purple
0,10,176,blue
196,0,32,red
160,157,0,green
54,15,0,brown
44,0,60,purple
0,152,26,green
0,137,88,green
0,246,16,green
255,0,90,pink
207,0,10,red
0,254,60,green
0,48,183,blue
146,155,0,green
162,0,102,purple
163,179,0,green
38,0,173,blue
75,0,61,purple
141,246,0,green
65,182,0,green
127,133,0,green
0,79,26,green
8,162,0,green
180,239,0,yellow
252,86,0,orange
130,0,78,purple
119,0,97,purple
0,106,176,blue
0,25,102,blue
124,0,79,purple
241,0,112,pink
62,125,0,green
53,0,210,blue
248,0,127,pink
200,96,0,orange
95,0,82,purple
174,0,99,pink
0,132,184,blue
255,0,123,pink
0,56,231,blue
0,249,116,green
0,119,43,green
112,214,0,green
0,210,37,green
239,0,99,pink
0,136,206,blue
164,209,0,green
176,157,0,yellow
215,98,0,orange
216,150,0,orange
147,90,0,brown
166,0,161,purple
51,85,0,green
129,0,170,purple
58,0,246,blue
234,61,0,orange
91,157,0,green
109,250,0,green
190,0,54,red
69,134,0,green
200,185,0,yellow
191,0,201,purple
25,0,132,blue
225,38,0,red
125,79,0,brown
154,0,93,purple
98,0,168,purple
150,0,89,purple
11,0,99,blue
195,212,0,yellow
0,3,130,blue
135,196,0,green
60,20,0,brown
197,0,61,red
208,0,235,purple
0,28,211,blue
0,42,219,blue
0,247,138,green
197,0,248,purple
0,23,131,blue
208,58,0,orange
56,178,0,green
0,190,62,green
231,0,242,pink
131,0,3,red
65,177,0,green
173,42,0,red
0,44,229,blue
0,30,148,blue
69,187,0,green
239,0,64,red
35,0,186,blue
3,158,0,green
156,215,0,green
130,0,37,red
0,196,91,green
9,0,237,blue
170,0,2,red
54,7,0,brown
130,132,0,green
0,198,60,green
81,219,0,green
30,92,0,green
90,134,0,green
237,0,147,pink
0,194,14,green
166,0,228,purple
131,0,214,purple
0,140,35,green
217,251,0,yellow
184,219,0,yellow
16,0,2,black
12,182,0,green
210,222,0,yellow
0,212,144,green
38,114,0,green
235,0,213,pink
186,0,230,purple
0,156,102,green
255,24,0,red
0,178,200,blue
211,0,165,pink
166,0,153,purple
0,237,120,green
76,57,0,brown
164,0,52,red
145,0,163,purple
253,0,213,pink
14,108,0,green
230,0,219,pink
245,208,0,yellow
4,94,0,green
164,202,0,green
0,41,255,blue
157,189,0,green
0,65,200,blue
29,141,0,green
160,0,130,purple
223,151,0,orange
147,0,154,purple
205,0,127,pink
0,111,35,green
0,84,34,green
0,222,47,green
0,177,17,green
212,146,0,orange
0,175,74,green
0,46,168,blue
89,217,0,green
0,117,244,blue
154,86,0,brown
225,176,0,yellow
170,90,0,brown
0,94,200,blue
24,190,0,green
160,73,0,brown
36,0,230,blue
79,0,79,purple
29,180,0,green
0,19,123,blue
0,231,7,green
0,237,153,green
233,60,0,orange
143,71,0,brown
4,177,0,green
0,38,175,blue
123,49,0,brown
162,169,0,green
0,11,235,blue
168,245,0,green
65,211,0,green
112,0,149,purple
0,105,75,green
203,215,0,yellow
211,0,24,red
190,0,168,purple
250,3,0,red
104,0,15,red
135,46,0,brown
0,192,110,green
0,3,236,blue
0,192,4,green
219,204,0,yellow
0,65,188,blue
49,0,90,purple
169,0,85,pink
0,193,34,green
166,0,36,red
173,97,0,brown
0,119,247,blue
135,8,0,red
212,105,0,orange
211,141,0,orange
0,42,211,blue
164,240,0,green
0,108,235,blue
252,0,191,pink
23,0,227,blue
0,249,62,green
116,0,62,purple
26,110,0,green
0,78,25,green
2,0,2,black
0,164,202,blue
12,0,236,blue
0,12,142,blue
235,0,32,red
49,80,0,green
237,0,22,red
0,217,128,green
190,239,0,yellow
70,0,252,blue
166,73,0,brown
138,187,0,green
255,0,242,pink
101,84,0,brown
203,91,0,orange
164,0,138,purple
128,110,0,brown
0,202,34,green
76,0,244,blue
215,0,176,pink
31,0,91,blue
0,123,217,blue
228,102,0,orange
245,0,89,pink
157,174,0,green
195,253,0,yellow
3,251,0,green
0,141,6,green
82,45,0,brown
119,0,152,purple
2,0,134,blue
200,137,0,orange
248,0,134,pink
35,99,0,green
0,121,21,green
54,0,67,purple
30,126,0,green
0,169,227,blue
0,183,66,green
52,227,0,green
218,0,20,red
214,0,140,pink
153,127,0,brown
29,124,0,green
90,151,0,green
246,250,0,yellow
0,150,82,green
129,113,0,brown
132,0,205,purple
140,69,0,brown
41,0,69,purple
0,189,12,green
0,82,50,green
0,155,33,green
150,0,40,red
212,0,49,red
246,68,0,orange
0,151,205,blue
0,116,40,green
142,0,242,purple
161,203,0,green
102,0,102,purple
0,213,98,green
18,23,0,black
0,218,120,green
249,0,156,pink
0,51,195,blue
76,0,122,purple
166,0,29,red
160,75,0,brown
247,0,147,pink
